state,year,month,temperature,precipitation,snowfall,wind_speed
GA,2005,04,25.606666666666662,,,
GA,2005,05,28.400000000000002,,,
GA,2005,06,28.96206896551724,,,
GA,2005,07,27.524999999999995,,,
GA,2005,08,26.899999999999995,,,
GA,2005,09,27.150000000000002,,,
GA,2005,10,26.890000000000004,,,
GA,2005,11,27.599999999999998,,,
GA,2005,12,26.475862068965515,,,
GA,2006,01,23.86129032258064,,,
GA,2006,02,23.99444444444444,,,
GA,2006,03,25.83181818181818,,,
GA,2006,04,24.78461538461538,,,
GA,2006,05,25.212500000000002,,,
GA,2006,06,28.461111111111116,,,
GA,2006,07,27.700000000000003,,,
GA,2006,08,27.147999999999996,,,
GA,2006,09,27.449999999999996,,,
GA,2006,10,27.908333333333328,,,
GA,2006,11,27.708333333333332,,,
GA,2006,12,24.955555555555556,,,
GA,2007,01,24.50322580645162,,,
GA,2007,02,25.860869565217396,,,
GA,2007,03,26.170833333333334,,,
GA,2007,04,24.77,,,
GA,2007,05,26.10645161290322,,,
GA,2007,06,26.966666666666672,,,
GA,2007,07,27.540000000000003,,,
GA,2007,08,26.999999999999993,,,
GA,2007,09,26.86,,,
GA,2007,10,27.793333333333333,,,
GA,2007,11,26.983333333333327,,,
GA,2007,12,25.275,,,
GA,2008,04,24.875,,,
GA,2008,05,26.53870967741935,,,
GA,2008,06,27.95666666666668,,,
GA,2008,07,26.63333333333333,,,
GA,2008,08,26.52413793103448,,,
GA,2008,10,27.173333333333336,,,
GA,2008,11,26.580000000000002,,,
GA,2008,12,24.222580645161287,,,
GA,2009,01,22.58064516129032,,,
GA,2009,02,22.76071428571429,,,
GA,2009,03,23.422580645161286,,,
GA,2009,04,24.60333333333333,,,
GA,2009,05,25.55483870967741,,,
GA,2009,06,27.459999999999997,,,
GA,2009,07,27.580645161290324,,,
GA,2009,08,26.66129032258064,,,
GA,2009,09,26.823333333333338,,,
GA,2009,10,27.870967741935488,,,
GA,2009,11,26.05172413793104,,,
GA,2009,12,24.525806451612905,,,
GA,2010,01,24.583870967741934,,,
GA,2010,02,25.614814814814817,,,
GA,2010,03,26.706451612903223,,,
GA,2010,04,26.166666666666668,,,
GA,2010,05,26.816129032258054,,,
GA,2010,06,28.226666666666677,,,
GA,2010,07,27.306451612903224,,,
GA,2010,08,27.070967741935494,,,
GA,2010,09,26.471428571428564,,,
GA,2010,10,27.864516129032268,,,
GA,2010,11,26.816666666666674,,,
GA,2010,12,25.51290322580645,,,
GA,2011,01,24.16451612903226,,,
GA,2011,02,25.050000000000004,,,
GA,2011,03,24.506451612903227,,,
GA,2011,04,25.036666666666665,,,
GA,2011,05,25.122580645161282,,,
GA,2011,06,27.753333333333327,,,
GA,2011,07,27.61290322580645,,,
GA,2011,08,26.74838709677419,,,
GA,2011,09,27.489999999999995,,,
GA,2011,10,27.883870967741935,,,
GA,2011,11,25.969999999999995,,,
GA,2011,12,24.167741935483875,,,
GA,2012,01,24.358064516129037,,,
GA,2012,02,24.413793103448278,,,
GA,2012,03,26.203225806451623,,,
GA,2012,04,25.170000000000005,,,
GA,2012,05,26.30645161290322,,,
GA,2012,06,27.393333333333334,,,
GA,2012,07,27.000000000000004,,,
GA,2012,08,26.7516129032258,,,
GA,2012,09,26.55666666666667,,,
GA,2012,10,27.800000000000004,,,
GA,2012,11,27.17,,,
GA,2012,12,24.1774193548387,,,
GA,2013,01,23.693548387096776,,,
GA,2013,02,25.360714285714288,,,
GA,2013,03,25.20967741935484,,,
GA,2013,04,23.926666666666662,,,
GA,2013,05,26.693548387096776,,,
GA,2013,06,27.783333333333328,,,
GA,2013,07,27.812903225806455,,,
GA,2013,08,26.33548387096775,,,
GA,2013,09,27.233333333333334,,,
GA,2013,10,27.787096774193547,,,
GA,2013,11,26.429999999999996,,,
GA,2013,12,24.24838709677419,,,
GA,2015,01,23.44193548387097,,,
GA,2015,02,24.010714285714275,,,
GA,2015,03,24.329032258064515,,,
GA,2015,04,24.143333333333334,,,
GA,2015,05,26.63225806451612,,,
GA,2015,06,27.829999999999995,,,
GA,2015,07,27.635483870967743,,,
GA,2015,08,26.754838709677415,,,
GA,2015,09,26.87333333333333,,,
GA,2015,10,27.445161290322584,,,
GA,2015,11,26.219999999999995,,,
GA,2015,12,23.680645161290325,,,
GA,2016,01,25.1741935483871,,,
GA,2016,02,25.731034482758623,,,
GA,2016,03,24.91935483870967,,,
GA,2016,04,24.550000000000004,,,
GA,2016,05,24.141935483870963,,,
GA,2016,06,26.619999999999997,,,
GA,2016,07,26.587096774193554,,,
GA,2016,08,27.212903225806446,,,
GA,2016,09,26.909999999999993,,,
GA,2016,10,28.14193548387097,,,
GA,2016,11,26.803333333333335,,,
GA,2016,12,25.22258064516129,,,
GA,2017,01,23.987096774193557,,,
GA,2017,02,24.078571428571426,,,
GA,2017,03,25.438709677419357,,,
GA,2017,04,26.953333333333333,,,
GA,2017,05,26.125806451612902,,,
GA,2017,06,27.686666666666667,,,
GA,2017,07,27.058064516129033,,,
GA,2017,08,26.732258064516127,,,
GA,2017,09,27.673333333333336,,,
GA,2017,10,28.54193548387097,,,
GA,2017,11,27.31111111111111,,,
GA,2017,12,24.296666666666663,,,
GA,2018,01,23.64516129032258,,,
GA,2018,02,22.785714285714285,,,
GA,2018,03,25.796774193548387,,,
GA,2018,04,24.18666666666667,,,
GA,2018,05,23.799999999999997,,,
GA,2018,06,26.750000000000007,,,
GA,2018,07,27.126666666666665,,,
GA,2018,08,26.351612903225806,,,
GA,2018,09,26.58888888888889,,,
GA,2018,10,27.706451612903226,,,
GA,2018,11,26.066666666666674,,,
GA,2018,12,24.89677419354838,,,
GA,2019,01,23.812903225806448,,,
GA,2019,02,25.421428571428574,,,
GA,2019,03,24.90645161290322,,,
GA,2019,04,24.986666666666668,,,
GA,2019,05,24.38709677419356,,,
GA,2019,06,26.63333333333333,,,
GA,2019,07,27.55483870967742,,,
GA,2019,08,27.1225806451613,,,
GA,2019,09,27.006666666666664,,,
GA,2019,10,27.63548387096774,,,
GA,2019,11,26.81379310344828,,,
GA,2019,12,24.71935483870968,,,
GA,2020,01,24.790322580645164,,,
GA,2020,02,27.95172413793103,,,
GA,2020,03,26.658064516129034,,,
GA,2020,04,26.653333333333332,,,
GA,2020,05,25.86451612903226,,,
GA,2020,06,28.36,,,
GA,2020,07,27.377419354838715,,,
GA,2020,08,27.145161290322584,,,
GA,2020,09,26.660000000000004,,,
GA,2020,10,28.125806451612895,,,
GA,2020,11,26.686666666666664,,,
GA,2020,12,24.896774193548385,,,
GA,2021,01,24.929032258064513,,,
GA,2021,02,25.103999999999996,,,
GA,2021,03,24.767741935483873,,,
GA,2021,04,25.00666666666667,,,
GA,2021,05,25.174193548387095,,,
GA,2021,06,27.776666666666674,,,
GA,2021,07,27.98064516129032,,,
GA,2021,08,26.622580645161293,,,
GA,2021,09,27.076666666666664,,,
GA,2021,10,28.006451612903223,,,
GA,2021,11,27.793333333333333,,,
GA,2021,12,25.85483870967742,,,
GA,2022,01,25.674193548387095,,,
GA,2022,02,25.553571428571438,,,
GA,2022,03,24.831999999999997,,,
GA,2022,04,25.288461538461544,,,
GA,2022,05,26.132258064516133,,,
GA,2022,06,27.38,,,
GA,2022,07,27.283870967741937,,,
GA,2022,08,26.70645161290323,,,
GA,2022,09,26.967857142857135,,,
GA,2022,10,27.651612903225804,,,
GA,2022,11,26.033333333333324,,,
GA,2022,12,25.303225806451614,,,
ID,2000,01,26.49510000000001,,,
ID,2001,01,26.72800000000004,,,
ID,2002,01,27.043099999999992,,,
ID,2003,01,27.2951,,,
ID,2004,01,27.321099999999962,,,
ID,2005,01,27.160799999999988,,,
ID,2006,01,26.726100000000017,,,
ID,2007,01,27.230099999999958,,,
ID,2008,01,26.89369999999999,,,
ID,2009,01,26.77330000000003,,,
ID,2010,01,27.034200000000034,,,
ID,2011,01,26.526799999999984,,,
ID,2012,01,26.54870000000004,,,
ID,2013,01,27.147700000000004,,,
ID,2014,01,26.648999999999972,,,
ID,2015,01,26.824100000000005,,,
ID,2016,01,27.87000000000002,,,
ID,2017,01,27.271499999999982,,,
ID,2018,01,26.805800000000012,,,
ID,2019,01,27.390399999999975,,,
ID,2020,01,27.175099999999997,,,
ID,2021,01,26.785399999999996,,,
ID,2022,01,26.820100000000004,,,
IN,2000,01,19.635300000000008,,,
IN,2001,01,18.740799999999986,,,
IN,2002,01,19.26009999999996,,,
IN,2003,01,18.37329999999997,,,
IN,2004,01,18.440199999999987,,,
IN,2005,01,19.457199999999972,,,
IN,2006,01,18.99129999999999,,,
IN,2007,01,18.694199999999977,,,
IN,2008,01,19.7125,,,
IN,2009,01,19.489499999999964,,,
IN,2010,01,18.838299999999986,,,
IN,2011,01,17.338700000000014,,,
IN,2012,01,19.438899999999986,,,
IN,2013,01,18.943999999999985,,,
IN,2014,01,18.836399999999994,,,
IN,2015,01,19.27310000000001,,,
IN,2016,01,20.914200000000008,,,
IN,2017,01,20.001499999999982,,,
IN,2018,01,18.475800000000014,,,
IN,2019,01,19.075700000000026,,,
IN,2020,01,18.927199999999996,,,
IN,2021,01,20.42110000000002,,,
IN,2022,01,19.600900000000003,,,
KS,2000,01,0.7825806451612899,,,
KS,2000,02,0.503793103448276,,,
KS,2000,03,7.182580645161291,,,
KS,2000,04,11.090000000000003,,,
KS,2001,01,-0.7625806451612904,,,
KS,2001,02,2.1378571428571425,,,
KS,2001,03,6.409677419354837,,,
KS,2001,04,12.523999999999996,,,
KS,2002,01,2.314193548387098,,,
KS,2002,02,4.002142857142858,,,
KS,2002,03,8.934838709677411,,,
KS,2002,04,13.086000000000002,,,
KS,2003,01,-0.2419354838709684,,,
KS,2003,02,3.658214285714288,,,
KS,2003,03,6.796774193548385,,,
KS,2003,04,10.917,,,
KS,2004,01,0.6261290322580645,,,
KS,2004,02,4.2472413793103465,,,
KS,2004,03,7.236451612903232,,,
KS,2004,04,10.086666666666668,,,
KS,2005,01,-0.011290322580645233,,,
KS,2005,02,0.26035714285714245,,,
KS,2005,03,5.322903225806453,,,
KS,2005,04,12.096999999999998,,,
KS,2006,01,1.6719354838709677,,,
KS,2006,02,2.066785714285715,,,
KS,2006,03,6.515806451612901,,,
KS,2006,04,11.313999999999997,,,
KS,2007,01,2.4329032258064527,,,
KS,2007,02,5.461785714285719,,,
KS,2007,03,7.421612903225808,,,
KS,2007,04,9.278000000000002,,,
KS,2008,01,1.1661290322580649,,,
KS,2008,02,1.1889655172413796,,,
KS,2008,03,7.842258064516129,,,
KS,2008,04,12.133333333333333,,,
KS,2009,01,0.6325806451612901,,,
KS,2009,02,4.987142857142856,,,
KS,2009,03,7.325806451612897,,,
KS,2009,04,12.063999999999997,,,
KS,2010,01,-0.4177419354838704,,,
KS,2010,02,3.1803571428571424,,,
KS,2010,03,5.733870967741933,,,
KS,2010,04,9.554,,,
KS,2011,01,-3.415806451612903,,,
KS,2011,02,3.017499999999999,,,
KS,2011,03,5.24129032258065,,,
KS,2011,04,10.572000000000003,,,
KS,2012,01,-0.05741935483870961,,,
KS,2012,02,0.2755172413793102,,,
KS,2012,03,6.039677419354838,,,
KS,2012,04,9.563333333333333,,,
KS,2013,01,-0.5570967741935483,,,
KS,2013,02,1.3814285714285715,,,
KS,2013,03,6.937096774193545,,,
KS,2013,04,9.139999999999999,,,
KS,2014,01,1.8448387096774186,,,
KS,2014,02,3.057857142857143,,,
KS,2014,03,8.256129032258057,,,
KS,2014,04,11.149999999999999,,,
KS,2015,01,1.7661290322580663,,,
KS,2015,02,3.012142857142858,,,
KS,2015,03,7.565161290322577,,,
KS,2015,04,10.174999999999997,,,
KS,2016,01,0.23999999999999988,,,
KS,2016,02,2.587241379310347,,,
KS,2016,03,7.942718446601936,,,
KS,2016,04,13.481318681318678,,,
KS,2017,01,1.3625806451612898,,,
KS,2017,02,2.6617857142857155,,,
KS,2017,03,7.129032258064518,,,
KS,2017,04,12.722999999999995,,,
KS,2018,01,-0.8219354838709682,,,
KS,2018,02,0.8128571428571423,,,
KS,2018,03,8.79451612903226,,,
KS,2018,04,11.997000000000007,,,
KS,2019,01,1.8016129032258064,,,
KS,2019,02,3.4792857142857154,,,
KS,2019,03,8.300967741935485,,,
KS,2019,04,9.896999999999998,,,
KS,2020,01,3.8077419354838726,,,
KS,2020,02,4.435517241379309,,,
KS,2020,03,8.390322580645162,,,
KS,2020,04,9.883333333333335,,,
KS,2021,01,0.5222580645161286,,,
KS,2021,02,4.0215999999999985,,,
KS,2021,03,9.444193548387092,,,
KS,2021,04,12.671538461538464,,,
KS,2022,01,0.9348387096774207,,,
KS,2022,02,1.2949999999999995,,,
KS,2022,03,8.566774193548392,,,
KS,2022,04,12.815999999999999,,,
LA,2000,01,24.209677419354836,,,
LA,2000,02,24.43793103448276,,,
LA,2000,03,27.838709677419352,,,
LA,2000,04,29.083333333333336,,,
LA,2000,05,27.893548387096775,,,
LA,2000,06,28.406666666666673,,,
LA,2000,07,28.47096774193548,,,
LA,2000,08,28.499999999999996,,,
LA,2000,09,27.459999999999994,,,
LA,2000,10,28.129032258064512,,,
LA,2000,11,25.843333333333348,,,
LA,2000,12,24.741935483870964,,,
LA,2001,01,25.593333333333327,,,
LA,2001,02,26.310714285714287,,,
LA,2001,03,26.745161290322585,,,
LA,2001,04,31.865517241379308,,,
LA,2001,05,28.074193548387097,,,
LA,2001,06,28.07931034482759,,,
LA,2001,07,28.02222222222222,,,
LA,2001,08,28.325806451612902,,,
LA,2001,09,28.503333333333334,,,
LA,2001,10,28.70967741935484,,,
LA,2001,11,24.533333333333335,,,
LA,2001,12,24.306896551724133,,,
LA,2002,01,21.210843373493976,,,
LA,2002,02,24.16046511627906,,,
LA,2002,03,26.736986301369864,,,
LA,2002,04,30.156250000000004,,,
LA,2002,05,29.39811320754716,,,
LA,2002,06,29.038333333333345,,,
LA,2002,07,28.04415584415584,,,
LA,2002,08,27.70941176470589,,,
LA,2002,09,27.62727272727273,,,
LA,2002,10,27.381318681318675,,,
LA,2002,11,25.938461538461542,,,
LA,2002,12,24.86153846153847,,,
LA,2003,01,22.250000000000007,,,
LA,2003,02,25.27959183673469,,,
LA,2003,03,26.07,,,
LA,2003,04,29.541558441558433,,,
LA,2003,05,29.460256410256413,,,
LA,2003,06,28.578205128205127,,,
LA,2003,07,28.517346938775514,,,
LA,2003,08,27.666990291262138,,,
LA,2003,09,27.620408163265314,,,
LA,2003,10,27.107999999999997,,,
LA,2003,11,24.831372549019605,,,
LA,2003,12,21.633333333333333,,,
LA,2004,01,22.516279069767453,,,
LA,2004,02,22.848979591836724,,,
LA,2004,03,27.838938053097355,,,
LA,2004,04,28.9896551724138,,,
LA,2004,05,28.56393442622951,,,
LA,2004,06,28.26601941747573,,,
LA,2004,07,27.186315789473678,,,
LA,2004,08,27.619607843137253,,,
LA,2004,09,27.1557894736842,,,
LA,2004,10,26.410810810810812,,,
LA,2004,11,24.91666666666668,,,
LA,2004,12,22.1,,,
LA,2005,01,22.11584158415841,,,
LA,2005,02,26.346226415094343,,,
LA,2005,03,26.387499999999992,,,
LA,2005,04,28.486250000000013,,,
LA,2005,05,29.9516129032258,,,
LA,2005,06,28.16999999999999,,,
LA,2005,07,27.947422680412373,,,
LA,2005,08,27.05555555555557,,,
LA,2005,09,27.42524271844661,,,
LA,2005,10,26.870434782608708,,,
LA,2005,11,25.186,,,
LA,2006,01,22.294642857142858,,,
LA,2006,02,24.804901960784303,,,
LA,2006,03,27.5469387755102,,,
LA,2006,04,28.405660377358497,,,
LA,2006,05,27.833050847457635,,,
LA,2006,06,28.964347826086954,,,
LA,2006,07,27.846226415094343,,,
LA,2006,08,27.2982905982906,,,
LA,2006,09,27.30891089108912,,,
LA,2006,10,26.596,,,
LA,2007,01,21.11891891891892,,,
LA,2007,02,23.777358490566034,,,
LA,2007,03,27.982758620689644,,,
LA,2007,04,28.548484848484836,,,
LA,2007,05,28.180769230769222,,,
LA,2007,06,29.034343434343423,,,
LA,2007,07,28.568932038834973,,,
LA,2007,08,27.63513513513513,,,
LA,2007,09,27.273600000000002,,,
LA,2007,10,26.43846153846153,,,
LA,2008,01,21.581818181818175,,,
LA,2008,02,21.092156862745103,,,
LA,2008,03,25.656363636363636,,,
LA,2008,04,28.177876106194688,,,
LA,2008,05,27.071304347826082,,,
LA,2008,06,27.53553719008264,,,
LA,2008,07,27.21074380165289,,,
LA,2008,08,27.360975609756096,,,
LA,2008,09,27.344594594594597,,,
LA,2009,01,20.242276422764217,,,
LA,2009,02,25.870909090909084,,,
LA,2009,03,26.910400000000006,,,
LA,2009,04,28.24083333333334,,,
LA,2009,05,28.351200000000006,,,
LA,2009,06,28.241803278688533,,,
LA,2009,07,27.583999999999996,,,
LA,2009,08,28.01565217391304,,,
LA,2009,09,28.34571428571428,,,
LA,2010,01,23.66901408450703,,,
LA,2010,02,25.97539682539683,,,
LA,2010,03,27.19347826086956,,,
LA,2010,04,30.1976,,,
LA,2010,05,29.749650349650363,,,
LA,2010,06,29.337984496124022,,,
LA,2010,07,28.42805755395683,,,
LA,2010,08,27.512068965517237,,,
LA,2011,01,20.95270270270271,,,
LA,2011,02,24.651219512195134,,,
LA,2011,03,24.146808510638316,,,
LA,2011,04,27.91700000000001,,,
LA,2011,05,28.647761194029847,,,
LA,2011,06,28.19923076923077,,,
LA,2011,07,27.833057851239662,,,
LA,2011,08,27.117475728155334,,,
LA,2012,01,22.88558558558559,,,
LA,2012,02,25.421705426356585,,,
LA,2012,03,27.178358208955224,,,
LA,2012,04,28.68048780487806,,,
LA,2012,05,28.694160583941596,,,
LA,2012,06,28.62868217054264,,,
LA,2012,07,27.626865671641813,,,
LA,2012,08,27.517475728155347,,,
LA,2013,01,22.875438596491236,,,
LA,2013,02,27.131818181818183,,,
LA,2013,03,28.103787878787866,,,
LA,2013,04,29.835156249999997,,,
LA,2013,05,29.155905511811017,,,
LA,2013,06,28.626190476190462,,,
LA,2013,07,27.82343750000001,,,
LA,2013,08,28.007462686567166,,,
LA,2013,09,27.595098039215692,,,
LA,2014,01,20.600775193798444,,,
LA,2014,02,24.77777777777777,,,
LA,2014,03,28.777777777777775,,,
LA,2014,04,29.40241935483873,,,
LA,2014,05,29.987596899224815,,,
LA,2014,06,29.214728682170556,,,
LA,2014,07,28.107142857142865,,,
LA,2014,08,28.154166666666672,,,
LA,2015,01,21.24108527131783,,,
LA,2015,02,24.669298245614034,,,
LA,2015,03,28.396124031007748,,,
LA,2015,04,29.18095238095239,,,
LA,2015,05,30.33030303030304,,,
LA,2015,06,29.854330708661408,,,
LA,2015,07,28.599236641221367,,,
LA,2015,08,28.643750000000015,,,
LA,2016,01,22.444360902255635,,,
LA,2016,02,22.777868852459022,,,
LA,2016,03,28.00223880597015,,,
LA,2016,04,31.818897637795256,,,
LA,2016,05,30.315267175572526,,,
LA,2016,06,29.324409448818905,,,
LA,2016,07,28.480952380952385,,,
LA,2016,08,28.492000000000004,,,
LA,2017,01,23.83170731707317,,,
LA,2017,02,24.71588785046729,,,
LA,2017,03,27.99527559055118,,,
LA,2017,04,28.969421487603316,,,
LA,2017,05,29.098333333333343,,,
LA,2017,06,29.283050847457616,,,
LA,2017,07,27.701612903225804,,,
LA,2017,08,28.43983739837398,,,
LA,2017,09,28.14864864864865,,,
LA,2018,01,23.773148148148138,,,
LA,2018,02,24.402197802197797,,,
LA,2018,03,26.89117647058823,,,
LA,2018,04,28.30756302521009,,,
LA,2018,05,28.939062500000006,,,
LA,2018,06,28.54957983193278,,,
LA,2018,07,27.938281250000003,,,
LA,2018,08,27.74728682170543,,,
LA,2018,09,28.27368421052632,,,
LA,2019,01,23.88046875,,,
LA,2019,02,26.75130434782608,,,
LA,2019,03,28.818253968253966,,,
LA,2019,04,31.233613445378147,,,
LA,2019,05,30.75439999999999,,,
LA,2019,06,30.599173553719012,,,
LA,2019,07,29.219199999999987,,,
LA,2019,08,28.01008403361345,,,
LA,2019,09,27.963636363636365,,,
LA,2020,01,25.066412213740456,,,
LA,2020,02,26.10887096774193,,,
LA,2020,03,29.42796610169491,,,
LA,2020,04,29.730357142857134,,,
LA,2020,05,31.685981308411225,,,
LA,2020,06,30.04629629629631,,,
LA,2020,07,29.821538461538466,,,
LA,2020,08,28.087323943661968,,,
LA,2020,09,30.178571428571423,,,
LA,2021,01,21.740816326530595,,,
LA,2021,02,25.469369369369367,,,
LA,2021,03,29.06689655172415,,,
LA,2021,04,29.44113475177305,,,
LA,2021,05,30.76158940397351,,,
LA,2021,06,29.506802721088423,,,
LA,2021,07,28.976510067114095,,,
LA,2021,08,29.333333333333332,,,
LA,2022,01,24.325000000000017,,,
LA,2022,02,23.905970149253736,,,
LA,2022,03,28.138926174496657,,,
LA,2022,04,28.254482758620693,,,
LA,2022,05,28.069343065693435,,,
LA,2022,06,29.649999999999984,,,
LA,2022,07,29.36086956521738,,,
LA,2022,08,29.36,,,
MD,2000,01,-3.4782608695652173,,,
MD,2000,02,1.3678571428571424,,,
MD,2000,03,3.987096774193548,,,
MD,2000,04,13.183333333333335,,,
MD,2000,05,17.59032258064516,,,
MD,2000,06,20.536666666666665,,,
MD,2000,07,21.493548387096773,,,
MD,2000,08,22.880645161290317,,,
MD,2000,09,14.933333333333334,,,
MD,2000,10,10.674193548387096,,,
MD,2000,11,7.7299999999999995,,,
MD,2000,12,2.5419354838709673,,,
MD,2001,01,-0.14516129032258066,,,
MD,2001,02,0.34642857142857136,,,
MD,2001,03,5.980645161290323,,,
MD,2001,04,11.096666666666666,,,
MD,2001,05,15.367741935483869,,,
MD,2001,06,17.906666666666663,,,
MD,2001,07,24.47741935483871,,,
MD,2001,08,23.541935483870972,,,
MD,2001,09,16.026666666666664,,,
MD,2001,10,11.683870967741937,,,
MD,2001,11,3.1199999999999997,,,
MD,2001,12,-5.564516129032259,,,
MD,2002,01,-1.9064516129032258,,,
MD,2002,02,4.8964285714285705,,,
MD,2002,03,7.219354838709678,,,
MD,2002,04,10.406666666666666,,,
MD,2002,05,17.938709677419347,,,
MD,2002,06,20.100000000000005,,,
MD,2002,07,24.177419354838708,,,
MD,2002,08,21.41935483870968,,,
MD,2002,09,16.506666666666668,,,
MD,2002,10,9.535483870967742,,,
MD,2002,11,6.540000000000001,,,
MD,2002,12,-6.596774193548388,,,
MD,2003,01,-2.980645161290323,,,
MD,2003,02,-5.464285714285714,,,
MD,2003,03,1.0129032258064519,,,
MD,2003,04,8.479999999999999,,,
MD,2003,05,20.616129032258065,,,
MD,2003,06,21.190000000000005,,,
MD,2003,07,21.641935483870967,,,
MD,2003,08,22.554838709677416,,,
MD,2003,09,15.586666666666666,,,
MD,2003,10,9.245161290322581,,,
MD,2003,11,5.423333333333333,,,
MD,2003,12,0.39032258064516145,,,
MD,2004,01,-3.745161290322581,,,
MD,2004,02,-0.33103448275862074,,,
MD,2004,03,5.458064516129034,,,
MD,2004,04,10.866666666666667,,,
MD,2004,05,14.870967741935484,,,
MD,2004,06,19.430000000000003,,,
MD,2004,07,21.593548387096778,,,
MD,2004,08,21.09354838709678,,,
MD,2004,09,15.840000000000003,,,
MD,2004,10,11.913157894736841,,,
MD,2004,11,6.967441860465115,,,
MD,2004,12,2.167741935483871,,,
MD,2005,01,1.1806451612903226,,,
MD,2005,02,-2.782142857142857,,,
MD,2005,03,2.42258064516129,,,
MD,2005,04,10.586666666666666,,,
MD,2005,05,16.793548387096774,,,
MD,2005,06,18.63,,,
MD,2005,07,22.754838709677422,,,
MD,2005,08,21.81612903225807,,,
MD,2005,09,18.296666666666667,,,
MD,2005,10,10.816129032258067,,,
MD,2005,11,4.69,,,
MD,2005,12,1.4677419354838717,,,
MD,2006,01,-6.487096774193549,,,
MD,2006,02,-3.103571428571428,,,
MD,2006,03,2.887096774193548,,,
MD,2006,04,10.940000000000001,,,
MD,2006,05,15.725806451612906,,,
MD,2006,06,19.860000000000003,,,
MD,2006,07,22.032258064516128,,,
MD,2006,08,22.045161290322575,,,
MD,2006,09,17.15,,,
MD,2006,10,12.038709677419357,,,
MD,2006,11,6.489999999999999,,,
MD,2006,12,3.37741935483871,,,
MD,2007,01,4.016129032258065,,,
MD,2007,02,0.6500000000000004,,,
MD,2007,03,7.248387096774194,,,
MD,2007,04,10.65,,,
MD,2007,05,19.054838709677416,,,
MD,2007,06,23.233333333333338,,,
MD,2007,07,25.79032258064516,,,
MD,2007,08,23.87333333333334,,,
MD,2007,09,16.67333333333333,,,
MD,2007,10,11.3741935483871,,,
MD,2007,11,3.1133333333333337,,,
MD,2007,12,-0.2967741935483872,,,
MD,2008,01,-1.3516129032258075,,,
MD,2008,02,2.5206896551724136,,,
MD,2008,03,7.358064516129033,,,
MD,2008,04,11.126666666666665,,,
MD,2008,05,15.548387096774194,,,
MD,2008,06,20.986666666666668,,,
MD,2008,07,22.20967741935484,,,
MD,2008,08,23.825806451612905,,,
MD,2008,09,15.459999999999992,,,
MD,2008,10,12.438709677419357,,,
MD,2008,11,5.120000000000001,,,
MD,2008,12,1.2580645161290316,,,
MD,2009,01,-1.0064516129032266,,,
MD,2009,02,1.5178571428571423,,,
MD,2009,03,3.929032258064516,,,
MD,2009,04,12.21,,,
MD,2009,05,16.54516129032258,,,
MD,2009,06,21.749999999999996,,,
MD,2009,07,23.89677419354838,,,
MD,2009,08,22.229032258064517,,,
MD,2009,09,18.65333333333334,,,
MD,2009,10,11.451612903225808,,,
MD,2009,11,6.479999999999999,,,
MD,2009,12,-1.0032258064516126,,,
MD,2010,01,-5.161290322580644,,,
MD,2010,02,-0.9071428571428577,,,
MD,2010,03,3.9096774193548387,,,
MD,2010,04,10.99666666666667,,,
MD,2010,05,16.83225806451613,,,
MD,2010,06,21.05,,,
